CaseMasterID,MethodTag
2842,Armed Robbery
2843,Armed Robbery
2844,Snatch-and-Run
2845,Armed Robbery
2846,Snatch-and-Run
2847,Break-in
2848,Break-in
2849,Break-in
2850,Break-in
2851,Break-in
2852,Break-in
2853,Break-in
2854,Break-in
2855,Break-in
2856,Break-in
2857,Break-in
2858,Break-in
2859,Armed Attack
2860,Physical Assault
2861,Physical Assault
2862,Physical Assault
2863,Armed Attack
2864,Physical Assault
2865,Armed Attack
2866,Armed Attack
2867,Armed Attack
2868,Armed Attack
2869,Armed Attack
2870,Armed Attack
2871,Armed Attack
2872,Armed Attack
2873,Armed Attack
2874,Armed Attack
2875,Armed Attack
2876,Physical Assault
2877,Physical Assault
2878,Physical Assault
2879,Pickpocket
2880,Pickpocket
2881,Break-in
2882,Vehicle Theft
2883,Vehicle Theft
2884,Pickpocket
2885,Vehicle Theft
2886,Pickpocket
2887,Vehicle Theft
2888,Vehicle Theft
2889,Vehicle Theft
2890,Pickpocket
2891,Break-in
2892,Pickpocket
2893,Pickpocket
2894,Vehicle Theft
2895,Break-in
2896,Vehicle Theft
2897,Pickpocket
2898,Pickpocket
2899,Vehicle Theft
2900,Pickpocket
2901,Break-in
2902,Pickpocket
2903,Break-in
2904,Vehicle Theft
2905,Pickpocket
2906,Vehicle Theft
2907,Vehicle Theft
2908,Vehicle Theft
2909,Break-in
2910,Pickpocket
2911,Vehicle Theft
2912,Vehicle Theft
2913,Break-in
2914,Vehicle Theft
2915,Pickpocket
2916,Vehicle Theft
2917,Break-in
2918,Pickpocket
2919,Armed Robbery
2920,Armed Robbery
2921,Armed Robbery
2922,Armed Robbery
2923,Armed Robbery
2924,Snatch-and-Run
2925,Snatch-and-Run
2926,Snatch-and-Run
2927,Armed Robbery
2928,Break-in
2929,Break-in
2930,Break-in
2931,Break-in
2932,Break-in
2933,Break-in
2934,Break-in
2935,Break-in
2936,Break-in
2937,Break-in
2938,Break-in
2939,Break-in
2940,Physical Assault
2941,Armed Attack
2942,Physical Assault
2943,Armed Attack
2944,Physical Assault
2945,Armed Attack
2946,Physical Assault
2947,Armed Attack
2948,Physical Assault
2949,Armed Attack
2950,Physical Assault
2951,Physical Assault
2952,Physical Assault
2953,Armed Attack
2954,Physical Assault
2955,Armed Attack
2956,Physical Assault
2957,Armed Attack
2958,Physical Assault
2959,Armed Attack
2960,Pickpocket
2961,Vehicle Theft
2962,Pickpocket
2963,Pickpocket
2964,Pickpocket
2965,Break-in
2966,Pickpocket
2967,Break-in
2968,Pickpocket
2969,Vehicle Theft
2970,Vehicle Theft
2971,Vehicle Theft
2972,Pickpocket
2973,Vehicle Theft
2974,Pickpocket
2975,Vehicle Theft
2976,Pickpocket
2977,Pickpocket
2978,Vehicle Theft
2979,Break-in
2980,Pickpocket
2981,Pickpocket
2982,Pickpocket
2983,Vehicle Theft
2984,Vehicle Theft
2985,Vehicle Theft
2986,Pickpocket
2987,Break-in
2988,Vehicle Theft
2989,Break-in
2990,Vehicle Theft
2991,Pickpocket
2992,Pickpocket
2993,Vehicle Theft
2994,Pickpocket
2995,Break-in
2996,Pickpocket
2997,Pickpocket
2998,Vehicle Theft
2999,Break-in
3000,Armed Robbery
3001,Armed Robbery
3002,Snatch-and-Run
3003,Armed Robbery
3004,Snatch-and-Run
3005,Armed Robbery
3006,Snatch-and-Run
3007,Armed Robbery
3008,Snatch-and-Run
3009,Break-in
3010,Break-in
3011,Break-in
3012,Break-in
3013,Break-in
3014,Break-in
3015,Break-in
3016,Break-in
3017,Break-in
3018,Break-in
3019,Break-in
3020,Break-in
3021,Armed Attack
3022,Physical Assault
3023,Armed Attack
3024,Physical Assault
3025,Armed Attack
3026,Physical Assault
3027,Armed Attack
3028,Physical Assault
3029,Armed Attack
3030,Physical Assault
3031,Armed Attack
3032,Physical Assault
3033,Armed Attack
3034,Armed Attack
3035,Armed Attack
3036,Physical Assault
3037,Armed Attack
3038,Armed Attack
3039,Armed Attack
3040,Physical Assault
3041,Vehicle Theft
3042,Vehicle Theft
3043,Vehicle Theft
3044,Vehicle Theft
3045,Pickpocket
3046,Vehicle Theft
3047,Pickpocket
3048,Vehicle Theft
3049,Vehicle Theft
3050,Vehicle Theft
3051,Vehicle Theft
3052,Vehicle Theft
3053,Vehicle Theft
3054,Pickpocket
3055,Break-in
3056,Pickpocket
3057,Break-in
3058,Vehicle Theft
3059,Vehicle Theft
3060,Pickpocket
3061,Break-in
3062,Pickpocket
3063,Break-in
3064,Vehicle Theft
3065,Pickpocket
3066,Vehicle Theft
3067,Break-in
3068,Vehicle Theft
3069,Vehicle Theft
3070,Pickpocket
3071,Break-in
3072,Pickpocket
3073,Break-in
3074,Vehicle Theft
3075,Pickpocket
3076,Vehicle Theft
3077,Break-in
3078,Pickpocket
3079,Break-in
3080,Pickpocket
3081,Armed Robbery
3082,Snatch-and-Run
3083,Armed Robbery
3084,Snatch-and-Run
3085,Armed Robbery
3086,Snatch-and-Run
3087,Snatch-and-Run
3088,Snatch-and-Run
3089,Snatch-and-Run
3090,Break-in
3091,Break-in
3092,Break-in
3093,Break-in
3094,Break-in
3095,Break-in
3096,Break-in
3097,Break-in
3098,Break-in
3099,Break-in
3100,Break-in
3101,Break-in
3102,Physical Assault
3103,Armed Attack
3104,Armed Attack
3105,Armed Attack
3106,Physical Assault
3107,Armed Attack
3108,Physical Assault
3109,Armed Attack
3110,Physical Assault
3111,Armed Attack
3112,Physical Assault
3113,Armed Attack
3114,Physical Assault
3115,Armed Attack
3116,Physical Assault
3117,Armed Attack
3118,Armed Attack
3119,Armed Attack
3120,Physical Assault
3121,Armed Attack
3122,Pickpocket
3123,Vehicle Theft
3124,Vehicle Theft
3125,Pickpocket
3126,Pickpocket
3127,Vehicle Theft
3128,Pickpocket
3129,Vehicle Theft
3130,Pickpocket
3131,Vehicle Theft
3132,Vehicle Theft
3133,Break-in
3134,Pickpocket
3135,Pickpocket
3136,Pickpocket
3137,Pickpocket
3138,Pickpocket
3139,Pickpocket
3140,Vehicle Theft
3141,Pickpocket
3142,Vehicle Theft
3143,Vehicle Theft
3144,Vehicle Theft
3145,Vehicle Theft
3146,Pickpocket
3147,Vehicle Theft
3148,Vehicle Theft
3149,Vehicle Theft
3150,Vehicle Theft
3151,Break-in
3152,Vehicle Theft
3153,Pickpocket
3154,Pickpocket
3155,Vehicle Theft
3156,Pickpocket
3157,Vehicle Theft
3158,Pickpocket
3159,Vehicle Theft
3160,Pickpocket
3161,Pickpocket
3162,Armed Robbery
3163,Armed Robbery
3164,Armed Robbery
3165,Armed Robbery
3166,Armed Robbery
3167,Armed Robbery
3168,Snatch-and-Run
3169,Snatch-and-Run
3170,Snatch-and-Run
3171,Break-in
3172,Break-in
3173,Break-in
3174,Break-in
3175,Break-in
3176,Break-in
3177,Break-in
3178,Break-in
3179,Break-in
3180,Break-in
3181,Break-in
3182,Break-in
3183,Armed Attack
3184,Physical Assault
3185,Armed Attack
3186,Physical Assault
3187,Physical Assault
3188,Armed Attack
3189,Armed Attack
3190,Physical Assault
3191,Armed Attack
3192,Physical Assault
3193,Armed Attack
3194,Physical Assault
3195,Armed Attack
3196,Physical Assault
3197,Armed Attack
3198,Armed Attack
3199,Physical Assault
3200,Physical Assault
3201,Armed Attack
3202,Armed Attack
3203,Vehicle Theft
3204,Vehicle Theft
3205,Vehicle Theft
3206,Vehicle Theft
3207,Vehicle Theft
3208,Vehicle Theft
3209,Pickpocket
3210,Pickpocket
3211,Break-in
3212,Vehicle Theft
3213,Break-in
3214,Vehicle Theft
3215,Break-in
3216,Pickpocket
3217,Vehicle Theft
3218,Pickpocket
3219,Break-in
3220,Pickpocket
3221,Break-in
3222,Pickpocket
3223,Break-in
3224,Vehicle Theft
3225,Pickpocket
3226,Pickpocket
3227,Pickpocket
3228,Vehicle Theft
3229,Break-in
3230,Vehicle Theft
3231,Vehicle Theft
3232,Pickpocket
3233,Pickpocket
3234,Pickpocket
3235,Pickpocket
3236,Vehicle Theft
3237,Vehicle Theft
3238,Vehicle Theft
3239,Break-in
3240,Vehicle Theft
3241,Break-in
3242,Vehicle Theft
3243,Vehicle Theft
3244,Pickpocket
3245,Break-in
3246,Vehicle Theft
3247,Break-in
3248,Pickpocket
3249,Vehicle Theft
3250,Pickpocket
3251,Pickpocket
3252,Pickpocket
3253,Vehicle Theft
3254,Vehicle Theft
3255,Vehicle Theft
3256,Vehicle Theft
3257,Break-in
3258,Vehicle Theft
3259,Vehicle Theft
3260,Pickpocket
3261,Break-in
3262,Vehicle Theft
3263,Break-in
3264,Pickpocket
3265,Break-in
3266,Vehicle Theft
3267,Break-in
3268,Vehicle Theft
3269,Pickpocket
3270,Vehicle Theft
3271,Vehicle Theft
3272,Pickpocket
3273,Vehicle Theft
3274,Pickpocket
3275,Break-in
3276,Pickpocket
3277,Vehicle Theft
3278,Pickpocket
3279,Pickpocket
3280,Vehicle Theft
3281,Vehicle Theft
3282,Vehicle Theft
3283,Break-in
3284,Pickpocket
3285,Vehicle Theft
3286,Vehicle Theft
3287,Break-in
3288,Vehicle Theft
3289,Vehicle Theft
3290,Pickpocket
3291,Break-in
3292,Pickpocket
3293,Vehicle Theft
3294,Pickpocket
3295,Pickpocket
3296,Vehicle Theft
3297,Break-in
3298,Vehicle Theft
3299,Vehicle Theft
3300,Pickpocket
3301,Vehicle Theft
3302,Vehicle Theft
3303,Pickpocket
3304,Vehicle Theft
3305,Vehicle Theft
3306,Vehicle Theft
3307,Vehicle Theft
3308,Vehicle Theft
3309,Break-in
3310,Pickpocket
3311,Break-in
3312,Vehicle Theft
3313,Vehicle Theft
3314,Vehicle Theft
3315,Vehicle Theft
3316,Vehicle Theft
3317,Pickpocket
3318,Vehicle Theft
3319,Break-in
3320,Vehicle Theft
3321,Vehicle Theft
3322,Vehicle Theft
3323,Vehicle Theft
3324,Pickpocket
3325,Vehicle Theft
3326,Pickpocket
3327,Break-in
3328,Pickpocket
3329,Break-in
3330,Pickpocket
3331,Vehicle Theft
3332,Vehicle Theft
3333,Vehicle Theft
3334,Pickpocket
3335,Break-in
3336,Pickpocket
3337,Pickpocket
3338,Pickpocket
3339,Vehicle Theft
3340,Vehicle Theft
3341,Vehicle Theft
3342,Pickpocket
3343,Vehicle Theft
3344,Pickpocket
3345,Pickpocket
3346,Pickpocket
3347,Break-in
3348,Vehicle Theft
3349,Break-in
3350,Vehicle Theft
3351,Vehicle Theft
3352,Vehicle Theft
3353,Vehicle Theft
3354,Vehicle Theft
3355,Break-in
3356,Pickpocket
3357,Break-in
3358,Vehicle Theft
3359,Vehicle Theft
3360,Pickpocket
3361,Break-in
3362,Vehicle Theft
3363,Pickpocket
3364,Vehicle Theft
3365,Pickpocket
3366,Vehicle Theft
3367,Vehicle Theft
3368,Pickpocket
3369,Break-in
3370,Vehicle Theft
3371,Vehicle Theft
3372,Pickpocket
3373,Pickpocket
3374,Vehicle Theft
3375,Break-in
3376,Pickpocket
3377,Vehicle Theft
3378,Pickpocket
3379,Vehicle Theft
3380,Pickpocket
3381,Break-in
3382,Pickpocket
3383,Armed Robbery
3384,Snatch-and-Run
3385,Armed Robbery
3386,Snatch-and-Run
3387,Armed Robbery
3388,Armed Robbery
3389,Armed Robbery
3390,Snatch-and-Run
3391,Armed Robbery
3392,Armed Robbery
3393,Armed Robbery
3394,Snatch-and-Run
3395,Armed Robbery
3396,Armed Robbery
3397,Armed Robbery
3398,Snatch-and-Run
3399,Armed Robbery
3400,Snatch-and-Run
3401,Armed Robbery
3402,Armed Robbery
3403,Armed Robbery
3404,Armed Robbery
3405,Armed Robbery
3406,Snatch-and-Run
3407,Armed Robbery
3408,Snatch-and-Run
3409,Armed Robbery
3410,Armed Robbery
3411,Armed Robbery
3412,Snatch-and-Run
3413,Armed Robbery
3414,Armed Robbery
3415,Armed Robbery
3416,Snatch-and-Run
3417,Armed Robbery
3418,Snatch-and-Run
3419,Snatch-and-Run
3420,Snatch-and-Run
3421,Armed Robbery
3422,Snatch-and-Run
3423,Snatch-and-Run
3424,Snatch-and-Run
3425,Snatch-and-Run
3426,Snatch-and-Run
3427,Snatch-and-Run
3428,Snatch-and-Run
3429,Snatch-and-Run
3430,Snatch-and-Run
3431,Snatch-and-Run
3432,Snatch-and-Run
3433,Snatch-and-Run
3434,Snatch-and-Run
3435,Armed Robbery
3436,Snatch-and-Run
3437,Snatch-and-Run
3438,Snatch-and-Run
3439,Snatch-and-Run
3440,Snatch-and-Run
3441,Snatch-and-Run
3442,Snatch-and-Run
3443,Break-in
3444,Break-in
3445,Break-in
3446,Break-in
3447,Break-in
3448,Break-in
3449,Break-in
3450,Break-in
3451,Break-in
3452,Break-in
3453,Break-in
3454,Break-in
3455,Break-in
3456,Break-in
3457,Break-in
3458,Break-in
3459,Break-in
3460,Break-in
3461,Break-in
3462,Break-in
3463,Break-in
3464,Break-in
3465,Break-in
3466,Break-in
3467,Break-in
3468,Break-in
3469,Break-in
3470,Break-in
3471,Break-in
3472,Break-in
3473,Break-in
3474,Break-in
3475,Break-in
3476,Break-in
3477,Break-in
3478,Break-in
3479,Break-in
3480,Break-in
3481,Break-in
3482,Break-in
3483,Break-in
3484,Break-in
3485,Break-in
3486,Break-in
3487,Break-in
3488,Break-in
3489,Break-in
3490,Break-in
3491,Break-in
3492,Break-in
3493,Break-in
3494,Break-in
3495,Break-in
3496,Break-in
3497,Break-in
3498,Break-in
3499,Break-in
3500,Break-in
3501,Break-in
3502,Break-in
3503,Armed Attack
3504,Physical Assault
3505,Armed Attack
3506,Physical Assault
3507,Armed Attack
3508,Physical Assault
3509,Armed Attack
3510,Physical Assault
3511,Armed Attack
3512,Armed Attack
3513,Armed Attack
3514,Physical Assault
3515,Armed Attack
3516,Armed Attack
3517,Armed Attack
3518,Physical Assault
3519,Physical Assault
3520,Physical Assault
3521,Armed Attack
3522,Armed Attack
3523,Physical Assault
3524,Physical Assault
3525,Armed Attack
3526,Physical Assault
3527,Armed Attack
3528,Armed Attack
3529,Armed Attack
3530,Physical Assault
3531,Armed Attack
3532,Physical Assault
3533,Armed Attack
3534,Physical Assault
3535,Physical Assault
3536,Armed Attack
3537,Armed Attack
3538,Armed Attack
3539,Armed Attack
3540,Armed Attack
3541,Armed Attack
3542,Physical Assault
3543,Armed Attack
3544,Physical Assault
3545,Armed Attack
3546,Physical Assault
3547,Armed Attack
3548,Physical Assault
3549,Armed Attack
3550,Physical Assault
3551,Physical Assault
3552,Armed Attack
3553,Armed Attack
3554,Armed Attack
3555,Armed Attack
3556,Armed Attack
3557,Armed Attack
3558,Physical Assault
3559,Armed Attack
3560,Physical Assault
3561,Armed Attack
3562,Physical Assault
3563,Armed Attack
3564,Physical Assault
3565,Armed Attack
3566,Armed Attack
3567,Armed Attack
3568,Physical Assault
3569,Armed Attack
3570,Physical Assault
3571,Armed Attack
3572,Armed Attack
3573,Armed Attack
3574,Physical Assault
3575,Physical Assault
3576,Physical Assault
3577,Armed Attack
3578,Physical Assault
3579,Armed Attack
3580,Physical Assault
3581,Armed Attack
3582,Physical Assault
3583,Physical Assault
3584,Physical Assault
3585,Armed Attack
3586,Physical Assault
3587,Armed Attack
3588,Physical Assault
3589,Armed Attack
3590,Armed Attack
3591,Armed Attack
3592,Physical Assault
3593,Break-in
3594,Pickpocket
3595,Vehicle Theft
3596,Pickpocket
3597,Vehicle Theft
3598,Pickpocket
3599,Pickpocket
3600,Vehicle Theft
3601,Break-in
3602,Vehicle Theft
3603,Vehicle Theft
3604,Vehicle Theft
3605,Vehicle Theft
3606,Vehicle Theft
3607,Pickpocket
3608,Vehicle Theft
3609,Pickpocket
3610,Vehicle Theft
3611,Vehicle Theft
3612,Pickpocket
3613,Break-in
3614,Pickpocket
3615,Break-in
3616,Vehicle Theft
3617,Vehicle Theft
3618,Vehicle Theft
3619,Pickpocket
3620,Vehicle Theft
3621,Pickpocket
3622,Vehicle Theft
3623,Pickpocket
3624,Vehicle Theft
3625,Vehicle Theft
3626,Pickpocket
3627,Break-in
3628,Pickpocket
3629,Break-in
3630,Vehicle Theft
3631,Vehicle Theft
3632,Vehicle Theft
3633,Armed Robbery
3634,Snatch-and-Run
3635,Armed Robbery
3636,Armed Robbery
3637,Armed Robbery
3638,Armed Robbery
3639,Snatch-and-Run
3640,Snatch-and-Run
3641,Snatch-and-Run
3642,Break-in
3643,Break-in
3644,Break-in
3645,Break-in
3646,Break-in
3647,Break-in
3648,Break-in
3649,Break-in
3650,Break-in
3651,Break-in
3652,Break-in
3653,Break-in
3654,Armed Attack
3655,Armed Attack
3656,Physical Assault
3657,Armed Attack
3658,Physical Assault
3659,Physical Assault
3660,Physical Assault
3661,Armed Attack
3662,Physical Assault
3663,Armed Attack
3664,Physical Assault
3665,Armed Attack
3666,Physical Assault
3667,Armed Attack
3668,Physical Assault
3669,Physical Assault
3670,Armed Attack
3671,Armed Attack
3672,Armed Attack
3673,Armed Attack
3674,Pickpocket
3675,Break-in
3676,Vehicle Theft
3677,Pickpocket
3678,Vehicle Theft
3679,Vehicle Theft
3680,Vehicle Theft
3681,Vehicle Theft
3682,Vehicle Theft
3683,Vehicle Theft
3684,Vehicle Theft
3685,Vehicle Theft
3686,Pickpocket
3687,Pickpocket
3688,Pickpocket
3689,Break-in
3690,Pickpocket
3691,Vehicle Theft
3692,Pickpocket
3693,Vehicle Theft
3694,Vehicle Theft
3695,Vehicle Theft
3696,Vehicle Theft
3697,Break-in
3698,Pickpocket
3699,Break-in
3700,Vehicle Theft
3701,Break-in
3702,Pickpocket
3703,Vehicle Theft
3704,Vehicle Theft
3705,Pickpocket
3706,Vehicle Theft
3707,Break-in
3708,Vehicle Theft
3709,Break-in
3710,Pickpocket
3711,Vehicle Theft
3712,Vehicle Theft
3713,Vehicle Theft
3714,Armed Robbery
3715,Armed Robbery
3716,Snatch-and-Run
3717,Armed Robbery
3718,Armed Robbery
3719,Armed Robbery
3720,Snatch-and-Run
3721,Snatch-and-Run
3722,Snatch-and-Run
3723,Break-in
3724,Break-in
3725,Break-in
3726,Break-in
3727,Break-in
3728,Break-in
3729,Break-in
3730,Break-in
3731,Break-in
3732,Break-in
3733,Break-in
3734,Break-in
3735,Armed Attack
3736,Armed Attack
3737,Armed Attack
3738,Physical Assault
3739,Physical Assault
3740,Armed Attack
3741,Armed Attack
3742,Physical Assault
3743,Armed Attack
3744,Physical Assault
3745,Armed Attack
3746,Armed Attack
3747,Armed Attack
3748,Physical Assault
3749,Armed Attack
3750,Physical Assault
3751,Armed Attack
3752,Armed Attack
3753,Armed Attack
3754,Physical Assault
3755,Break-in
3756,Pickpocket
3757,Pickpocket
3758,Pickpocket
3759,Vehicle Theft
3760,Pickpocket
3761,Vehicle Theft
3762,Pickpocket
3763,Break-in
3764,Vehicle Theft
3765,Vehicle Theft
3766,Vehicle Theft
3767,Break-in
3768,Vehicle Theft
3769,Break-in
3770,Pickpocket
3771,Vehicle Theft
3772,Vehicle Theft
3773,Pickpocket
3774,Pickpocket
3775,Vehicle Theft
3776,Vehicle Theft
3777,Pickpocket
3778,Vehicle Theft
3779,Break-in
3780,Pickpocket
3781,Break-in
3782,Vehicle Theft
3783,Vehicle Theft
3784,Vehicle Theft
3785,Break-in
3786,Pickpocket
3787,Break-in
3788,Vehicle Theft
3789,Pickpocket
3790,Pickpocket
3791,Vehicle Theft
3792,Vehicle Theft
3793,Vehicle Theft
3794,Vehicle Theft
3795,Armed Robbery
3796,Snatch-and-Run
3797,Armed Robbery
3798,Armed Robbery
3799,Armed Robbery
3800,Armed Robbery
3801,Snatch-and-Run
3802,Snatch-and-Run
3803,Snatch-and-Run
3804,Break-in
3805,Break-in
3806,Break-in
3807,Break-in
3808,Break-in
3809,Break-in
3810,Break-in
3811,Break-in
3812,Break-in
3813,Break-in
3814,Break-in
3815,Break-in
3816,Armed Attack
3817,Physical Assault
3818,Physical Assault
3819,Armed Attack
3820,Physical Assault
3821,Physical Assault
3822,Physical Assault
3823,Armed Attack
3824,Armed Attack
3825,Armed Attack
3826,Armed Attack
3827,Armed Attack
3828,Physical Assault
3829,Armed Attack
3830,Armed Attack
3831,Physical Assault
3832,Physical Assault
3833,Armed Attack
3834,Physical Assault
3835,Physical Assault
3836,Pickpocket
3837,Vehicle Theft
3838,Pickpocket
3839,Break-in
3840,Vehicle Theft
3841,Vehicle Theft
3842,Pickpocket
3843,Pickpocket
3844,Pickpocket
3845,Break-in
3846,Vehicle Theft
3847,Break-in
3848,Pickpocket
3849,Break-in
3850,Vehicle Theft
3851,Break-in
3852,Vehicle Theft
3853,Vehicle Theft
3854,Vehicle Theft
3855,Break-in
3856,Vehicle Theft
3857,Vehicle Theft
3858,Vehicle Theft
3859,Break-in
3860,Pickpocket
3861,Vehicle Theft
3862,Vehicle Theft
3863,Vehicle Theft
3864,Pickpocket
3865,Vehicle Theft
3866,Vehicle Theft
3867,Break-in
3868,Vehicle Theft
3869,Vehicle Theft
3870,Vehicle Theft
3871,Break-in
3872,Vehicle Theft
3873,Pickpocket
3874,Pickpocket
3875,Break-in
3876,Armed Robbery
3877,Armed Robbery
3878,Armed Robbery
3879,Armed Robbery
3880,Armed Robbery
3881,Armed Robbery
3882,Snatch-and-Run
3883,Snatch-and-Run
3884,Snatch-and-Run
3885,Break-in
3886,Break-in
3887,Break-in
3888,Break-in
3889,Break-in
3890,Break-in
3891,Break-in
3892,Break-in
3893,Break-in
3894,Break-in
3895,Break-in
3896,Break-in
3897,Armed Attack
3898,Physical Assault
3899,Armed Attack
3900,Physical Assault
3901,Armed Attack
3902,Physical Assault
3903,Armed Attack
3904,Physical Assault
3905,Armed Attack
3906,Physical Assault
3907,Armed Attack
3908,Physical Assault
3909,Armed Attack
3910,Armed Attack
3911,Armed Attack
3912,Physical Assault
3913,Armed Attack
3914,Physical Assault
3915,Armed Attack
3916,Armed Attack
3917,Vehicle Theft
3918,Pickpocket
3919,Vehicle Theft
3920,Pickpocket
3921,Pickpocket
3922,Pickpocket
3923,Break-in
3924,Pickpocket
3925,Pickpocket
3926,Pickpocket
3927,Break-in
3928,Vehicle Theft
3929,Break-in
3930,Pickpocket
3931,Vehicle Theft
3932,Pickpocket
3933,Vehicle Theft
3934,Pickpocket
3935,Break-in
3936,Pickpocket
3937,Vehicle Theft
3938,Vehicle Theft
3939,Pickpocket
3940,Vehicle Theft
3941,Vehicle Theft
3942,Pickpocket
3943,Pickpocket
3944,Pickpocket
3945,Vehicle Theft
3946,Vehicle Theft
3947,Break-in
3948,Vehicle Theft
3949,Vehicle Theft
3950,Pickpocket
3951,Pickpocket
3952,Pickpocket
3953,Break-in
3954,Vehicle Theft
3955,Break-in
3956,Pickpocket
3957,Armed Robbery
3958,Armed Robbery
3959,Armed Robbery
3960,Armed Robbery
3961,Armed Robbery
3962,Snatch-and-Run
3963,Armed Robbery
3964,Snatch-and-Run
3965,Snatch-and-Run
3966,Break-in
3967,Break-in
3968,Break-in
3969,Break-in
3970,Break-in
3971,Break-in
3972,Break-in
3973,Break-in
3974,Break-in
3975,Break-in
3976,Break-in
3977,Break-in
3978,Physical Assault
3979,Physical Assault
3980,Physical Assault
3981,Physical Assault
3982,Physical Assault
3983,Armed Attack
3984,Physical Assault
3985,Armed Attack
3986,Physical Assault
3987,Armed Attack
3988,Physical Assault
3989,Armed Attack
3990,Physical Assault
3991,Physical Assault
3992,Physical Assault
3993,Physical Assault
3994,Physical Assault
3995,Armed Attack
3996,Armed Attack
3997,Armed Attack
