CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1738,1738/2025,FIR/1738/2025,2025-03-27,9,5,1,2,2,3,2,5,2025-03-27 22:00:00,2025-03-27 22:30:00,2025-03-27 23:15:00,15.702462,77.075527,"Incident of Burglary reported in Bellary district at coordinates (15.7025, 77.0755)."
1739,1739/2025,FIR/1739/2025,2025-07-15,10,5,1,2,2,4,1,5,2025-07-15 22:00:00,2025-07-15 22:30:00,2025-07-15 23:15:00,15.185829,76.288806,"Incident of Burglary reported in Bellary district at coordinates (15.1858, 76.2888)."
1740,1740/2025,FIR/1740/2025,2025-06-28,9,5,1,2,2,3,2,5,2025-06-28 10:00:00,2025-06-28 10:30:00,2025-06-28 11:15:00,15.698695,77.065943,"Incident of Burglary reported in Bellary district at coordinates (15.6987, 77.0659)."
1741,1741/2025,FIR/1741/2025,2025-02-24,10,5,1,2,2,4,1,5,2025-02-24 01:00:00,2025-02-24 01:30:00,2025-02-24 02:15:00,14.86745,76.455938,"Incident of Burglary reported in Bellary district at coordinates (14.8674, 76.4559)."
1742,1742/2025,FIR/1742/2025,2025-04-06,9,5,1,2,2,3,1,5,2025-04-06 04:00:00,2025-04-06 04:30:00,2025-04-06 05:15:00,15.703709,77.064919,"Incident of Burglary reported in Bellary district at coordinates (15.7037, 77.0649)."
1743,1743/2025,FIR/1743/2025,2025-10-15,10,5,1,2,2,4,1,5,2025-10-15 23:00:00,2025-10-15 23:30:00,2025-10-15 23:15:00,15.341302,76.712762,"Incident of Burglary reported in Bellary district at coordinates (15.3413, 76.7128)."
1744,1744/2025,FIR/1744/2025,2025-08-16,9,5,1,2,2,3,3,5,2025-08-16 15:00:00,2025-08-16 15:30:00,2025-08-16 16:15:00,14.893649,76.14117,"Incident of Burglary reported in Bellary district at coordinates (14.8936, 76.1412)."
1745,1745/2025,FIR/1745/2025,2025-11-18,10,5,1,2,2,4,3,5,2025-11-18 14:00:00,2025-11-18 14:30:00,2025-11-18 15:15:00,15.698325,77.07604,"Incident of Burglary reported in Bellary district at coordinates (15.6983, 77.0760)."
1746,1746/2025,FIR/1746/2025,2025-03-15,9,5,1,1,1,1,2,5,2025-03-15 13:00:00,2025-03-15 13:30:00,2025-03-15 14:15:00,14.887597,76.255982,"Incident of Assault reported in Bellary district at coordinates (14.8876, 76.2560)."
1747,1747/2025,FIR/1747/2025,2025-07-28,10,5,1,1,1,2,2,5,2025-07-28 17:00:00,2025-07-28 17:30:00,2025-07-28 18:15:00,15.703786,77.065116,"Incident of Assault reported in Bellary district at coordinates (15.7038, 77.0651)."
1748,1748/2025,FIR/1748/2025,2025-07-24,9,5,1,1,1,1,3,5,2025-07-24 02:00:00,2025-07-24 02:30:00,2025-07-24 03:15:00,15.354737,76.704286,"Incident of Assault reported in Bellary district at coordinates (15.3547, 76.7043)."
1749,1749/2025,FIR/1749/2025,2025-12-13,10,5,1,1,1,2,2,5,2025-12-13 23:00:00,2025-12-13 23:30:00,2025-12-13 23:15:00,15.185756,76.290313,"Incident of Assault reported in Bellary district at coordinates (15.1858, 76.2903)."
1750,1750/2025,FIR/1750/2025,2025-02-18,9,5,1,1,1,1,3,5,2025-02-18 21:00:00,2025-02-18 21:30:00,2025-02-18 22:15:00,15.319893,76.374811,"Incident of Assault reported in Bellary district at coordinates (15.3199, 76.3748)."
1751,1751/2025,FIR/1751/2025,2025-05-23,10,5,1,1,1,2,3,5,2025-05-23 11:00:00,2025-05-23 11:30:00,2025-05-23 12:15:00,14.874517,76.270553,"Incident of Assault reported in Bellary district at coordinates (14.8745, 76.2706)."
1752,1752/2025,FIR/1752/2025,2025-02-24,9,5,1,1,1,1,2,5,2025-02-24 18:00:00,2025-02-24 18:30:00,2025-02-24 19:15:00,15.351822,76.709853,"Incident of Assault reported in Bellary district at coordinates (15.3518, 76.7099)."
1753,1753/2025,FIR/1753/2025,2025-04-01,10,5,1,1,1,2,1,5,2025-04-01 06:00:00,2025-04-01 06:30:00,2025-04-01 07:15:00,15.183029,76.296468,"Incident of Assault reported in Bellary district at coordinates (15.1830, 76.2965)."
1754,1754/2025,FIR/1754/2025,2025-12-29,9,5,1,1,1,1,2,5,2025-12-29 14:00:00,2025-12-29 14:30:00,2025-12-29 15:15:00,15.464713,76.969382,"Incident of Assault reported in Bellary district at coordinates (15.4647, 76.9694)."
1755,1755/2025,FIR/1755/2025,2025-11-26,10,5,1,1,1,2,3,5,2025-11-26 06:00:00,2025-11-26 06:30:00,2025-11-26 07:15:00,15.168997,76.340366,"Incident of Assault reported in Bellary district at coordinates (15.1690, 76.3404)."
1756,1756/2025,FIR/1756/2025,2025-11-09,9,5,1,1,1,1,3,5,2025-11-09 08:00:00,2025-11-09 08:30:00,2025-11-09 09:15:00,14.875461,76.277865,"Incident of Assault reported in Bellary district at coordinates (14.8755, 76.2779)."
1757,1757/2025,FIR/1757/2025,2025-10-25,10,5,1,1,1,2,1,5,2025-10-25 01:00:00,2025-10-25 01:30:00,2025-10-25 02:15:00,15.12929,76.86485,"Incident of Assault reported in Bellary district at coordinates (15.1293, 76.8649)."
1758,1758/2025,FIR/1758/2025,2025-07-11,9,5,1,1,1,1,2,5,2025-07-11 03:00:00,2025-07-11 03:30:00,2025-07-11 04:15:00,15.706216,77.063577,"Incident of Assault reported in Bellary district at coordinates (15.7062, 77.0636)."
1759,1759/2025,FIR/1759/2025,2025-07-08,10,5,1,1,1,2,3,5,2025-07-08 21:00:00,2025-07-08 21:30:00,2025-07-08 22:15:00,14.870889,76.270241,"Incident of Assault reported in Bellary district at coordinates (14.8709, 76.2702)."
1760,1760/2025,FIR/1760/2025,2025-12-18,9,5,1,1,1,1,2,5,2025-12-18 16:00:00,2025-12-18 16:30:00,2025-12-18 17:15:00,14.867952,76.280124,"Incident of Assault reported in Bellary district at coordinates (14.8680, 76.2801)."
1761,1761/2025,FIR/1761/2025,2025-06-24,10,5,1,1,1,2,1,5,2025-06-24 01:00:00,2025-06-24 01:30:00,2025-06-24 02:15:00,15.337737,76.707341,"Incident of Assault reported in Bellary district at coordinates (15.3377, 76.7073)."
1762,1762/2025,FIR/1762/2025,2025-11-16,9,5,1,1,1,1,1,5,2025-11-16 20:00:00,2025-11-16 20:30:00,2025-11-16 21:15:00,15.220835,76.586475,"Incident of Assault reported in Bellary district at coordinates (15.2208, 76.5865)."
1763,1763/2025,FIR/1763/2025,2025-07-14,10,5,1,1,1,2,1,5,2025-07-14 12:00:00,2025-07-14 12:30:00,2025-07-14 13:15:00,15.720608,77.064477,"Incident of Assault reported in Bellary district at coordinates (15.7206, 77.0645)."
1764,1764/2025,FIR/1764/2025,2025-09-08,9,5,1,1,1,1,1,5,2025-09-08 21:00:00,2025-09-08 21:30:00,2025-09-08 22:15:00,14.864532,76.287387,"Incident of Assault reported in Bellary district at coordinates (14.8645, 76.2874)."
1765,1765/2025,FIR/1765/2025,2025-03-22,10,5,1,1,1,2,1,5,2025-03-22 05:00:00,2025-03-22 05:30:00,2025-03-22 06:15:00,14.882132,76.278924,"Incident of Assault reported in Bellary district at coordinates (14.8821, 76.2789)."
1766,1766/2025,FIR/1766/2025,2025-07-23,9,5,1,1,1,1,2,5,2025-07-23 03:00:00,2025-07-23 03:30:00,2025-07-23 04:15:00,14.872098,76.273756,"Incident of Assault reported in Bellary district at coordinates (14.8721, 76.2738)."
1767,1767/2025,FIR/1767/2025,2025-08-02,10,5,1,1,1,2,1,5,2025-08-02 08:00:00,2025-08-02 08:30:00,2025-08-02 09:15:00,14.928861,76.317645,"Incident of Assault reported in Bellary district at coordinates (14.9289, 76.3176)."
1768,1768/2025,FIR/1768/2025,2025-06-20,9,5,1,1,1,1,1,5,2025-06-20 17:00:00,2025-06-20 17:30:00,2025-06-20 18:15:00,15.707907,77.065081,"Incident of Assault reported in Bellary district at coordinates (15.7079, 77.0651)."
1769,1769/2025,FIR/1769/2025,2025-10-11,10,5,1,1,1,2,3,5,2025-10-11 16:00:00,2025-10-11 16:30:00,2025-10-11 17:15:00,15.307462,76.389988,"Incident of Assault reported in Bellary district at coordinates (15.3075, 76.3900)."
1770,1770/2025,FIR/1770/2025,2025-06-12,9,5,1,1,1,1,3,5,2025-06-12 17:00:00,2025-06-12 17:30:00,2025-06-12 18:15:00,14.945554,76.389023,"Incident of Assault reported in Bellary district at coordinates (14.9456, 76.3890)."
1771,1771/2025,FIR/1771/2025,2025-08-21,10,5,1,1,1,2,1,5,2025-08-21 00:00:00,2025-08-21 00:30:00,2025-08-21 01:15:00,14.872017,76.29815,"Incident of Assault reported in Bellary district at coordinates (14.8720, 76.2982)."
1772,1772/2025,FIR/1772/2025,2025-10-14,9,5,1,1,1,1,1,5,2025-10-14 21:00:00,2025-10-14 21:30:00,2025-10-14 22:15:00,15.118815,76.101227,"Incident of Assault reported in Bellary district at coordinates (15.1188, 76.1012)."
1773,1773/2025,FIR/1773/2025,2025-01-08,10,5,1,1,1,2,1,5,2025-01-08 05:00:00,2025-01-08 05:30:00,2025-01-08 06:15:00,15.154534,76.326729,"Incident of Assault reported in Bellary district at coordinates (15.1545, 76.3267)."
1774,1774/2025,FIR/1774/2025,2025-10-11,9,5,1,1,1,1,3,5,2025-10-11 16:00:00,2025-10-11 16:30:00,2025-10-11 17:15:00,15.154723,76.253456,"Incident of Assault reported in Bellary district at coordinates (15.1547, 76.2535)."
1775,1775/2025,FIR/1775/2025,2025-10-18,10,5,1,1,1,2,1,5,2025-10-18 19:00:00,2025-10-18 19:30:00,2025-10-18 20:15:00,15.15322,76.340123,"Incident of Assault reported in Bellary district at coordinates (15.1532, 76.3401)."
1776,1776/2025,FIR/1776/2025,2025-05-24,9,5,1,1,1,1,3,5,2025-05-24 10:00:00,2025-05-24 10:30:00,2025-05-24 11:15:00,15.313224,76.371362,"Incident of Assault reported in Bellary district at coordinates (15.3132, 76.3714)."
1777,1777/2025,FIR/1777/2025,2025-01-17,10,5,1,1,1,2,2,5,2025-01-17 11:00:00,2025-01-17 11:30:00,2025-01-17 12:15:00,14.868647,76.284557,"Incident of Assault reported in Bellary district at coordinates (14.8686, 76.2846)."
1778,1778/2025,FIR/1778/2025,2025-10-27,9,5,1,1,1,1,2,5,2025-10-27 18:00:00,2025-10-27 18:30:00,2025-10-27 19:15:00,15.161567,76.33127,"Incident of Assault reported in Bellary district at coordinates (15.1616, 76.3313)."
1779,1779/2025,FIR/1779/2025,2025-05-18,10,5,1,1,1,2,3,5,2025-05-18 17:00:00,2025-05-18 17:30:00,2025-05-18 18:15:00,14.885355,76.268188,"Incident of Assault reported in Bellary district at coordinates (14.8854, 76.2682)."
1780,1780/2025,FIR/1780/2025,2025-07-12,9,5,1,1,1,1,2,5,2025-07-12 02:00:00,2025-07-12 02:30:00,2025-07-12 03:15:00,15.701464,77.058106,"Incident of Assault reported in Bellary district at coordinates (15.7015, 77.0581)."
1781,1781/2025,FIR/1781/2025,2025-11-30,10,5,1,1,1,2,2,5,2025-11-30 12:00:00,2025-11-30 12:30:00,2025-11-30 13:15:00,15.342048,76.713529,"Incident of Assault reported in Bellary district at coordinates (15.3420, 76.7135)."
1782,1782/2025,FIR/1782/2025,2025-12-21,9,5,1,1,1,1,3,5,2025-12-21 06:00:00,2025-12-21 06:30:00,2025-12-21 07:15:00,15.345034,76.717192,"Incident of Assault reported in Bellary district at coordinates (15.3450, 76.7172)."
1783,1783/2025,FIR/1783/2025,2025-08-08,10,5,1,1,1,2,3,5,2025-08-08 02:00:00,2025-08-08 02:30:00,2025-08-08 03:15:00,15.339092,76.71029,"Incident of Assault reported in Bellary district at coordinates (15.3391, 76.7103)."
1784,1784/2025,FIR/1784/2025,2025-03-04,9,5,1,1,1,1,1,5,2025-03-04 18:00:00,2025-03-04 18:30:00,2025-03-04 19:15:00,15.301847,76.391918,"Incident of Assault reported in Bellary district at coordinates (15.3018, 76.3919)."
1785,1785/2025,FIR/1785/2025,2025-11-01,10,5,1,1,1,2,1,5,2025-11-01 23:00:00,2025-11-01 23:30:00,2025-11-01 23:15:00,15.169123,76.310183,"Incident of Assault reported in Bellary district at coordinates (15.1691, 76.3102)."
1786,1786/2025,FIR/1786/2025,2025-12-21,9,5,1,1,1,1,3,5,2025-12-21 15:00:00,2025-12-21 15:30:00,2025-12-21 16:15:00,14.909082,76.195055,"Incident of Assault reported in Bellary district at coordinates (14.9091, 76.1951)."
1787,1787/2025,FIR/1787/2025,2025-12-24,10,5,1,1,1,2,1,5,2025-12-24 11:00:00,2025-12-24 11:30:00,2025-12-24 12:15:00,15.165107,76.337313,"Incident of Assault reported in Bellary district at coordinates (15.1651, 76.3373)."
1788,1788/2025,FIR/1788/2025,2025-07-21,9,5,1,1,1,1,2,5,2025-07-21 02:00:00,2025-07-21 02:30:00,2025-07-21 03:15:00,15.714407,77.074186,"Incident of Assault reported in Bellary district at coordinates (15.7144, 77.0742)."
1789,1789/2025,FIR/1789/2025,2025-07-31,10,5,1,1,1,2,3,5,2025-07-31 12:00:00,2025-07-31 12:30:00,2025-07-31 13:15:00,15.180205,76.330705,"Incident of Assault reported in Bellary district at coordinates (15.1802, 76.3307)."
1790,1790/2025,FIR/1790/2025,2025-10-08,9,5,1,1,1,1,3,5,2025-10-08 02:00:00,2025-10-08 02:30:00,2025-10-08 03:15:00,14.988523,76.61535,"Incident of Assault reported in Bellary district at coordinates (14.9885, 76.6154)."
1791,1791/2025,FIR/1791/2025,2025-12-05,10,5,1,1,1,2,3,5,2025-12-05 13:00:00,2025-12-05 13:30:00,2025-12-05 14:15:00,15.178783,76.292718,"Incident of Assault reported in Bellary district at coordinates (15.1788, 76.2927)."
1792,1792/2025,FIR/1792/2025,2025-04-18,9,5,1,1,1,1,3,5,2025-04-18 11:00:00,2025-04-18 11:30:00,2025-04-18 12:15:00,15.077018,76.501125,"Incident of Assault reported in Bellary district at coordinates (15.0770, 76.5011)."
1793,1793/2025,FIR/1793/2025,2025-12-17,10,5,1,1,1,2,1,5,2025-12-17 18:00:00,2025-12-17 18:30:00,2025-12-17 19:15:00,14.868707,76.290929,"Incident of Assault reported in Bellary district at coordinates (14.8687, 76.2909)."
1794,1794/2025,FIR/1794/2025,2025-09-23,9,5,1,1,1,1,2,5,2025-09-23 07:00:00,2025-09-23 07:30:00,2025-09-23 08:15:00,15.17178,76.333691,"Incident of Assault reported in Bellary district at coordinates (15.1718, 76.3337)."
1795,1795/2025,FIR/1795/2025,2025-01-11,10,5,1,1,1,2,2,5,2025-01-11 07:00:00,2025-01-11 07:30:00,2025-01-11 08:15:00,15.170217,76.327974,"Incident of Assault reported in Bellary district at coordinates (15.1702, 76.3280)."
1796,1796/2025,FIR/1796/2025,2025-07-14,11,6,1,2,5,9,3,6,2025-07-14 16:00:00,2025-07-14 16:30:00,2025-07-14 17:15:00,17.69579,77.329478,"Incident of Theft reported in Bidar district at coordinates (17.6958, 77.3295)."
1797,1797/2025,FIR/1797/2025,2025-03-13,12,6,1,2,5,10,1,6,2025-03-13 18:00:00,2025-03-13 18:30:00,2025-03-13 19:15:00,18.274035,77.178217,"Incident of Theft reported in Bidar district at coordinates (18.2740, 77.1782)."
1798,1798/2025,FIR/1798/2025,2025-02-19,11,6,1,2,5,9,3,6,2025-02-19 16:00:00,2025-02-19 16:30:00,2025-02-19 17:15:00,18.086398,77.564452,"Incident of Theft reported in Bidar district at coordinates (18.0864, 77.5645)."
1799,1799/2025,FIR/1799/2025,2025-04-22,12,6,1,2,5,10,3,6,2025-04-22 11:00:00,2025-04-22 11:30:00,2025-04-22 12:15:00,17.693463,77.340776,"Incident of Theft reported in Bidar district at coordinates (17.6935, 77.3408)."
1800,1800/2025,FIR/1800/2025,2025-07-18,11,6,1,2,5,9,3,6,2025-07-18 00:00:00,2025-07-18 00:30:00,2025-07-18 01:15:00,17.90281,77.202151,"Incident of Theft reported in Bidar district at coordinates (17.9028, 77.2022)."
1801,1801/2025,FIR/1801/2025,2025-10-29,12,6,1,2,5,10,2,6,2025-10-29 05:00:00,2025-10-29 05:30:00,2025-10-29 06:15:00,17.89212,77.202142,"Incident of Theft reported in Bidar district at coordinates (17.8921, 77.2021)."
1802,1802/2025,FIR/1802/2025,2025-01-22,11,6,1,2,5,9,3,6,2025-01-22 09:00:00,2025-01-22 09:30:00,2025-01-22 10:15:00,17.901727,77.002313,"Incident of Theft reported in Bidar district at coordinates (17.9017, 77.0023)."
1803,1803/2025,FIR/1803/2025,2025-06-08,12,6,1,2,5,10,2,6,2025-06-08 01:00:00,2025-06-08 01:30:00,2025-06-08 02:15:00,17.900156,77.195827,"Incident of Theft reported in Bidar district at coordinates (17.9002, 77.1958)."
1804,1804/2025,FIR/1804/2025,2025-10-09,11,6,1,2,5,9,3,6,2025-10-09 22:00:00,2025-10-09 22:30:00,2025-10-09 23:15:00,18.236888,77.175593,"Incident of Theft reported in Bidar district at coordinates (18.2369, 77.1756)."
1805,1805/2025,FIR/1805/2025,2025-12-29,12,6,1,2,5,10,3,6,2025-12-29 14:00:00,2025-12-29 14:30:00,2025-12-29 15:15:00,17.696786,77.344398,"Incident of Theft reported in Bidar district at coordinates (17.6968, 77.3444)."
1806,1806/2025,FIR/1806/2025,2025-09-03,11,6,1,2,5,9,2,6,2025-09-03 21:00:00,2025-09-03 21:30:00,2025-09-03 22:15:00,17.888081,77.199458,"Incident of Theft reported in Bidar district at coordinates (17.8881, 77.1995)."
1807,1807/2025,FIR/1807/2025,2025-12-23,12,6,1,2,5,10,1,6,2025-12-23 02:00:00,2025-12-23 02:30:00,2025-12-23 03:15:00,17.89672,77.00409,"Incident of Theft reported in Bidar district at coordinates (17.8967, 77.0041)."
1808,1808/2025,FIR/1808/2025,2025-01-07,11,6,1,2,5,9,3,6,2025-01-07 15:00:00,2025-01-07 15:30:00,2025-01-07 16:15:00,18.233636,77.167691,"Incident of Theft reported in Bidar district at coordinates (18.2336, 77.1677)."
1809,1809/2025,FIR/1809/2025,2025-12-14,12,6,1,2,5,10,1,6,2025-12-14 18:00:00,2025-12-14 18:30:00,2025-12-14 19:15:00,17.986465,77.288311,"Incident of Theft reported in Bidar district at coordinates (17.9865, 77.2883)."
1810,1810/2025,FIR/1810/2025,2025-07-11,11,6,1,2,5,9,1,6,2025-07-11 05:00:00,2025-07-11 05:30:00,2025-07-11 06:15:00,17.99985,77.291703,"Incident of Theft reported in Bidar district at coordinates (17.9998, 77.2917)."
1811,1811/2025,FIR/1811/2025,2025-11-16,12,6,1,2,5,10,2,6,2025-11-16 14:00:00,2025-11-16 14:30:00,2025-11-16 15:15:00,17.903208,77.200206,"Incident of Theft reported in Bidar district at coordinates (17.9032, 77.2002)."
1812,1812/2025,FIR/1812/2025,2025-08-13,11,6,1,2,5,9,1,6,2025-08-13 09:00:00,2025-08-13 09:30:00,2025-08-13 10:15:00,17.987088,77.282151,"Incident of Theft reported in Bidar district at coordinates (17.9871, 77.2822)."
1813,1813/2025,FIR/1813/2025,2025-08-13,12,6,1,2,5,10,2,6,2025-08-13 02:00:00,2025-08-13 02:30:00,2025-08-13 03:15:00,18.268785,77.182073,"Incident of Theft reported in Bidar district at coordinates (18.2688, 77.1821)."
1814,1814/2025,FIR/1814/2025,2025-09-23,11,6,1,2,5,9,2,6,2025-09-23 18:00:00,2025-09-23 18:30:00,2025-09-23 19:15:00,17.698826,76.956133,"Incident of Theft reported in Bidar district at coordinates (17.6988, 76.9561)."
1815,1815/2025,FIR/1815/2025,2025-11-30,12,6,1,2,5,10,2,6,2025-11-30 02:00:00,2025-11-30 02:30:00,2025-11-30 03:15:00,17.694991,76.956068,"Incident of Theft reported in Bidar district at coordinates (17.6950, 76.9561)."
1816,1816/2025,FIR/1816/2025,2025-12-27,11,6,1,2,5,9,1,6,2025-12-27 04:00:00,2025-12-27 04:30:00,2025-12-27 05:15:00,17.677098,77.330002,"Incident of Theft reported in Bidar district at coordinates (17.6771, 77.3300)."
1817,1817/2025,FIR/1817/2025,2025-03-28,12,6,1,2,5,10,3,6,2025-03-28 05:00:00,2025-03-28 05:30:00,2025-03-28 06:15:00,17.690716,77.35492,"Incident of Theft reported in Bidar district at coordinates (17.6907, 77.3549)."
1818,1818/2025,FIR/1818/2025,2025-02-07,11,6,1,2,5,9,2,6,2025-02-07 21:00:00,2025-02-07 21:30:00,2025-02-07 22:15:00,17.982841,77.291163,"Incident of Theft reported in Bidar district at coordinates (17.9828, 77.2912)."
1819,1819/2025,FIR/1819/2025,2025-07-18,12,6,1,2,5,10,1,6,2025-07-18 22:00:00,2025-07-18 22:30:00,2025-07-18 23:15:00,17.698886,77.334486,"Incident of Theft reported in Bidar district at coordinates (17.6989, 77.3345)."
1820,1820/2025,FIR/1820/2025,2025-04-05,11,6,1,2,5,9,1,6,2025-04-05 12:00:00,2025-04-05 12:30:00,2025-04-05 13:15:00,17.897376,77.193594,"Incident of Theft reported in Bidar district at coordinates (17.8974, 77.1936)."
1821,1821/2025,FIR/1821/2025,2025-05-15,12,6,1,2,5,10,1,6,2025-05-15 18:00:00,2025-05-15 18:30:00,2025-05-15 19:15:00,17.690357,77.3343,"Incident of Theft reported in Bidar district at coordinates (17.6904, 77.3343)."
1822,1822/2025,FIR/1822/2025,2025-05-11,11,6,1,2,5,9,2,6,2025-05-11 22:00:00,2025-05-11 22:30:00,2025-05-11 23:15:00,17.985387,77.271043,"Incident of Theft reported in Bidar district at coordinates (17.9854, 77.2710)."
1823,1823/2025,FIR/1823/2025,2025-10-16,12,6,1,2,5,10,3,6,2025-10-16 13:00:00,2025-10-16 13:30:00,2025-10-16 14:15:00,17.963072,77.574805,"Incident of Theft reported in Bidar district at coordinates (17.9631, 77.5748)."
1824,1824/2025,FIR/1824/2025,2025-02-15,11,6,1,2,5,9,1,6,2025-02-15 04:00:00,2025-02-15 04:30:00,2025-02-15 05:15:00,17.687052,77.340983,"Incident of Theft reported in Bidar district at coordinates (17.6871, 77.3410)."
1825,1825/2025,FIR/1825/2025,2025-03-14,12,6,1,2,5,10,3,6,2025-03-14 15:00:00,2025-03-14 15:30:00,2025-03-14 16:15:00,18.372646,77.346109,"Incident of Theft reported in Bidar district at coordinates (18.3726, 77.3461)."
1826,1826/2025,FIR/1826/2025,2025-06-29,11,6,1,2,5,9,1,6,2025-06-29 18:00:00,2025-06-29 18:30:00,2025-06-29 19:15:00,18.113322,76.954401,"Incident of Theft reported in Bidar district at coordinates (18.1133, 76.9544)."
1827,1827/2025,FIR/1827/2025,2025-01-24,12,6,1,2,5,10,3,6,2025-01-24 04:00:00,2025-01-24 04:30:00,2025-01-24 05:15:00,17.892333,77.000389,"Incident of Theft reported in Bidar district at coordinates (17.8923, 77.0004)."
1828,1828/2025,FIR/1828/2025,2025-01-05,11,6,1,2,5,9,3,6,2025-01-05 22:00:00,2025-01-05 22:30:00,2025-01-05 23:15:00,18.271377,77.192546,"Incident of Theft reported in Bidar district at coordinates (18.2714, 77.1925)."
1829,1829/2025,FIR/1829/2025,2025-03-05,12,6,1,2,5,10,3,6,2025-03-05 07:00:00,2025-03-05 07:30:00,2025-03-05 08:15:00,17.907546,76.993809,"Incident of Theft reported in Bidar district at coordinates (17.9075, 76.9938)."
1830,1830/2025,FIR/1830/2025,2025-11-18,11,6,1,2,5,9,2,6,2025-11-18 20:00:00,2025-11-18 20:30:00,2025-11-18 21:15:00,17.697171,77.340936,"Incident of Theft reported in Bidar district at coordinates (17.6972, 77.3409)."
1831,1831/2025,FIR/1831/2025,2025-01-20,12,6,1,2,5,10,1,6,2025-01-20 22:00:00,2025-01-20 22:30:00,2025-01-20 23:15:00,17.693304,76.955676,"Incident of Theft reported in Bidar district at coordinates (17.6933, 76.9557)."
1832,1832/2025,FIR/1832/2025,2025-11-27,11,6,1,2,5,9,3,6,2025-11-27 05:00:00,2025-11-27 05:30:00,2025-11-27 06:15:00,17.896374,77.188064,"Incident of Theft reported in Bidar district at coordinates (17.8964, 77.1881)."
1833,1833/2025,FIR/1833/2025,2025-06-08,12,6,1,2,5,10,2,6,2025-06-08 21:00:00,2025-06-08 21:30:00,2025-06-08 22:15:00,17.703395,77.332578,"Incident of Theft reported in Bidar district at coordinates (17.7034, 77.3326)."
1834,1834/2025,FIR/1834/2025,2025-03-01,11,6,1,2,5,9,2,6,2025-03-01 15:00:00,2025-03-01 15:30:00,2025-03-01 16:15:00,17.686857,77.334263,"Incident of Theft reported in Bidar district at coordinates (17.6869, 77.3343)."
1835,1835/2025,FIR/1835/2025,2025-04-01,12,6,1,2,5,10,1,6,2025-04-01 06:00:00,2025-04-01 06:30:00,2025-04-01 07:15:00,17.85937,77.419159,"Incident of Theft reported in Bidar district at coordinates (17.8594, 77.4192)."
1836,1836/2025,FIR/1836/2025,2025-08-28,11,6,1,2,5,9,1,6,2025-08-28 03:00:00,2025-08-28 03:30:00,2025-08-28 04:15:00,17.696891,76.947594,"Incident of Theft reported in Bidar district at coordinates (17.6969, 76.9476)."
1837,1837/2025,FIR/1837/2025,2025-08-30,12,6,1,2,5,10,3,6,2025-08-30 21:00:00,2025-08-30 21:30:00,2025-08-30 22:15:00,17.689692,76.962204,"Incident of Theft reported in Bidar district at coordinates (17.6897, 76.9622)."
1838,1838/2025,FIR/1838/2025,2025-05-18,11,6,1,2,5,9,2,6,2025-05-18 07:00:00,2025-05-18 07:30:00,2025-05-18 08:15:00,17.90614,76.97989,"Incident of Theft reported in Bidar district at coordinates (17.9061, 76.9799)."
1839,1839/2025,FIR/1839/2025,2025-09-12,12,6,1,2,5,10,2,6,2025-09-12 23:00:00,2025-09-12 23:30:00,2025-09-12 23:15:00,18.269279,77.185242,"Incident of Theft reported in Bidar district at coordinates (18.2693, 77.1852)."
1840,1840/2025,FIR/1840/2025,2025-05-07,11,6,1,2,5,9,1,6,2025-05-07 07:00:00,2025-05-07 07:30:00,2025-05-07 08:15:00,17.895296,77.004106,"Incident of Theft reported in Bidar district at coordinates (17.8953, 77.0041)."
1841,1841/2025,FIR/1841/2025,2025-06-25,12,6,1,2,5,10,3,6,2025-06-25 05:00:00,2025-06-25 05:30:00,2025-06-25 06:15:00,17.896141,77.174143,"Incident of Theft reported in Bidar district at coordinates (17.8961, 77.1741)."
1842,1842/2025,FIR/1842/2025,2025-10-29,11,6,1,2,5,9,2,6,2025-10-29 06:00:00,2025-10-29 06:30:00,2025-10-29 07:15:00,17.899565,77.19575,"Incident of Theft reported in Bidar district at coordinates (17.8996, 77.1958)."
1843,1843/2025,FIR/1843/2025,2025-04-18,12,6,1,2,5,10,1,6,2025-04-18 14:00:00,2025-04-18 14:30:00,2025-04-18 15:15:00,18.269521,77.179495,"Incident of Theft reported in Bidar district at coordinates (18.2695, 77.1795)."
1844,1844/2025,FIR/1844/2025,2025-02-11,11,6,1,2,5,9,1,6,2025-02-11 05:00:00,2025-02-11 05:30:00,2025-02-11 06:15:00,17.990444,77.282596,"Incident of Theft reported in Bidar district at coordinates (17.9904, 77.2826)."
1845,1845/2025,FIR/1845/2025,2025-11-22,12,6,1,2,5,10,1,6,2025-11-22 00:00:00,2025-11-22 00:30:00,2025-11-22 01:15:00,17.686959,76.950311,"Incident of Theft reported in Bidar district at coordinates (17.6870, 76.9503)."
1846,1846/2025,FIR/1846/2025,2025-06-01,11,6,1,2,5,9,1,6,2025-06-01 22:00:00,2025-06-01 22:30:00,2025-06-01 23:15:00,17.981917,77.373796,"Incident of Theft reported in Bidar district at coordinates (17.9819, 77.3738)."
